method,train_mse,mse,cka,p_at_1,p_at_5,p_at_10,p_at_1_pool,p_at_5_pool,p_at_10_pool,pair,src,tgt,datasets,size,layer,n_train,n_test,elapsed_s,ridge_lambda,mlp_train_loss_final,mlp_val_loss_final,mlp_test_loss_final,mlp_best_val_loss,mlp_best_epoch,mlp_epochs_run
affine,0.007569082081317902,0.015355928801000118,0.8062823601333868,0.9390787518573551,0.9851411589895989,0.9925705794947994,0.8736998514115899,0.962852897473997,0.9717682020802377,eng_latn-spa_latn,eng_latn,spa_latn,flores+opus+tatoeba+bouquet,1000mb,4,2690,673,6.48,,,,,,,
ridge,0.008815051056444645,0.012237454764544964,0.8447598851497805,0.9435364041604755,0.9851411589895989,0.9910846953937593,0.8930163447251115,0.9673105497771174,0.9762258543833581,eng_latn-spa_latn,eng_latn,spa_latn,flores+opus+tatoeba+bouquet,1000mb,4,2690,673,6.48,10.0,,,,,,
mlp,0.01314763817936182,0.013642499223351479,0.8381800591992128,0.75037147102526,0.9108469539375929,0.9465081723625557,0.5943536404160475,0.8172362555720654,0.8692421991084696,eng_latn-spa_latn,eng_latn,spa_latn,flores+opus+tatoeba+bouquet,1000mb,4,2690,673,6.48,,0.01299570140575892,0.015261372551321983,0.013653508387506008,0.0152528565376997,85.0,106.0
identity,0.2006903439760208,0.1951952874660492,0.8068323145850642,0.0029717682020802376,0.022288261515601784,0.04309063893016345,0.0,0.0,0.0,eng_latn-spa_latn,eng_latn,spa_latn,flores+opus+tatoeba+bouquet,1000mb,5,2690,673,6.48,,,,,,,
procrustes,0.020562203601002693,0.02631833218038082,0.8068323178322934,0.974739970282318,0.9940564635958395,0.9955423476968797,0.9435364041604755,0.9806835066864784,0.9881129271916791,eng_latn-spa_latn,eng_latn,spa_latn,flores+opus+tatoeba+bouquet,1000mb,5,2690,673,6.48,,,,,,,
affine,0.010205289348959923,0.020539898425340652,0.8155612953427361,0.9658246656760773,0.9895988112927192,0.9940564635958395,0.912332838038633,0.9732540861812778,0.9836552748885586,eng_latn-spa_latn,eng_latn,spa_latn,flores+opus+tatoeba+bouquet,1000mb,5,2690,673,6.48,,,,,,,
ridge,0.014318232424557209,0.01638222672045231,0.8483157512727217,0.9465081723625557,0.9851411589895989,0.9910846953937593,0.8781575037147102,0.9554234769687965,0.974739970282318,eng_latn-spa_latn,eng_latn,spa_latn,flores+opus+tatoeba+bouquet,1000mb,5,2690,673,6.48,100.0,,,,,,
mlp,0.016814319416880608,0.017922241240739822,0.8423571083490595,0.8514115898959881,0.9613670133729569,0.9702823179791976,0.7265973254086181,0.888558692421991,0.9316493313521546,eng_latn-spa_latn,eng_latn,spa_latn,flores+opus+tatoeba+bouquet,1000mb,5,2690,673,6.48,,0.016694873203768543,0.01879139058291912,0.017970632761716843,0.01868000254034996,85.0,106.0
identity,0.25150537490844727,0.24471625685691833,0.8139105832897116,0.004457652303120356,0.019316493313521546,0.03714710252600297,0.0,0.0014858841010401188,0.0029717682020802376,eng_latn-spa_latn,eng_latn,spa_latn,flores+opus+tatoeba+bouquet,1000mb,6,2690,673,9.07,,,,,,,
procrustes,0.029426150023937225,0.0379565991461277,0.8139105795769003,0.9806835066864784,0.9970282317979198,0.9985141158989599,0.9539375928677564,0.9881129271916791,0.9925705794947994,eng_latn-spa_latn,eng_latn,spa_latn,flores+opus+tatoeba+bouquet,1000mb,6,2690,673,9.07,,,,,,,
affine,0.015446451492607594,0.030840447172522545,0.8112972631621557,0.9806835066864784,0.9955423476968797,0.9985141158989599,0.9390787518573551,0.9851411589895989,0.9910846953937593,eng_latn-spa_latn,eng_latn,spa_latn,flores+opus+tatoeba+bouquet,1000mb,6,2690,673,9.07,,,,,,,
ridge,0.0207207091152668,0.024455880746245384,0.8415144534410081,0.9658246656760773,0.9925705794947994,0.9955423476968797,0.9257057949479941,0.9762258543833581,0.9836552748885586,eng_latn-spa_latn,eng_latn,spa_latn,flores+opus+tatoeba+bouquet,1000mb,6,2690,673,9.07,100.0,,,,,,
mlp,0.023649990558624268,0.026095448061823845,0.837643345352155,0.9331352154531947,0.986627043090639,0.9910846953937593,0.8528974739970282,0.9658246656760773,0.9762258543833581,eng_latn-spa_latn,eng_latn,spa_latn,flores+opus+tatoeba+bouquet,1000mb,6,2690,673,9.07,,0.02331409255336774,0.027663353830575943,0.026126066222786903,0.02765885554254055,159.0,180.0
identity,0.3063501715660095,0.2988167703151703,0.8192518518318795,0.004457652303120356,0.0237741456166419,0.029717682020802376,0.0,0.0029717682020802376,0.008915304606240713,eng_latn-spa_latn,eng_latn,spa_latn,flores+opus+tatoeba+bouquet,1000mb,7,2690,673,7.53,,,,,,,
procrustes,0.03975018858909607,0.052424751222133636,0.8192518506771478,0.9791976225854383,1.0,1.0,0.9598811292719168,0.9881129271916791,0.9940564635958395,eng_latn-spa_latn,eng_latn,spa_latn,flores+opus+tatoeba+bouquet,1000mb,7,2690,673,7.53,,,,,,,
affine,0.021813012659549713,0.04358632490038872,0.8064831186436016,0.9821693907875185,0.9955423476968797,1.0,0.9420505200594353,0.986627043090639,0.9940564635958395,eng_latn-spa_latn,eng_latn,spa_latn,flores+opus+tatoeba+bouquet,1000mb,7,2690,673,7.53,,,,,,,
ridge,0.02798156999051571,0.03444388136267662,0.8382715233699134,0.9673105497771174,0.9940564635958395,1.0,0.9331352154531947,0.9851411589895989,0.9881129271916791,eng_latn-spa_latn,eng_latn,spa_latn,flores+opus+tatoeba+bouquet,1000mb,7,2690,673,7.53,100.0,,,,,,
mlp,0.031468410044908524,0.03615833818912506,0.8345884993568918,0.9569093610698366,0.9940564635958395,0.9970282317979198,0.912332838038633,0.974739970282318,0.9836552748885586,eng_latn-spa_latn,eng_latn,spa_latn,flores+opus+tatoeba+bouquet,1000mb,7,2690,673,7.53,,0.030913026415203746,0.03721087798476219,0.03612842783331871,0.03717925027012825,116.0,137.0
identity,0.4006642699241638,0.3904775381088257,0.8246154542156712,0.0029717682020802376,0.01337295690936107,0.0237741456166419,0.0014858841010401188,0.0029717682020802376,0.007429420505200594,eng_latn-spa_latn,eng_latn,spa_latn,flores+opus+tatoeba+bouquet,1000mb,8,2690,673,9.67,,,,,,,
procrustes,0.059199489653110504,0.07798681408166885,0.8246154564589178,0.9851411589895989,1.0,1.0,0.9687964338781575,0.9925705794947994,1.0,eng_latn-spa_latn,eng_latn,spa_latn,flores+opus+tatoeba+bouquet,1000mb,8,2690,673,9.67,,,,,,,
affine,0.032166048884391785,0.06361553817987442,0.808032893301512,0.9702823179791976,1.0,1.0,0.9494799405646359,0.9836552748885586,0.9910846953937593,eng_latn-spa_latn,eng_latn,spa_latn,flores+opus+tatoeba+bouquet,1000mb,8,2690,673,9.67,,,,,,,
ridge,0.03919166326522827,0.050466492772102356,0.8396289973928799,0.974739970282318,0.9985141158989599,1.0,0.9524517087667161,0.9895988112927192,0.9925705794947994,eng_latn-spa_latn,eng_latn,spa_latn,flores+opus+tatoeba+bouquet,1000mb,8,2690,673,9.67,100.0,,,,,,
mlp,0.041413530707359314,0.05185611546039581,0.8363411937104787,0.9673105497771174,0.9970282317979198,1.0,0.9346210995542348,0.9836552748885586,0.9910846953937593,eng_latn-spa_latn,eng_latn,spa_latn,flores+opus+tatoeba+bouquet,1000mb,8,2690,673,9.67,,0.04023419408813903,0.05382329970598221,0.0518975704908371,0.05370396748185158,186.0,200.0
identity,0.5450060367584229,0.5323008298873901,0.8292870392134939,0.004457652303120356,0.019316493313521546,0.03417533432392273,0.0,0.0014858841010401188,0.008915304606240713,eng_latn-spa_latn,eng_latn,spa_latn,flores+opus+tatoeba+bouquet,1000mb,9,2690,673,8.1,,,,,,,
procrustes,0.08301036059856415,0.10940682142972946,0.8292870397999966,0.9836552748885586,1.0,1.0,0.9658246656760773,0.9925705794947994,0.9955423476968797,eng_latn-spa_latn,eng_latn,spa_latn,flores+opus+tatoeba+bouquet,1000mb,9,2690,673,8.1,,,,,,,
affine,0.04536713287234306,0.08932965248823166,0.819574281109646,0.9777117384843982,0.9955423476968797,0.9985141158989599,0.9539375928677564,0.986627043090639,0.9925705794947994,eng_latn-spa_latn,eng_latn,spa_latn,flores+opus+tatoeba+bouquet,1000mb,9,2690,673,8.1,,,,,,,
ridge,0.053329817950725555,0.07158087193965912,0.8491175660876394,0.9762258543833581,0.9955423476968797,0.9970282317979198,0.9494799405646359,0.9881129271916791,0.9925705794947994,eng_latn-spa_latn,eng_latn,spa_latn,flores+opus+tatoeba+bouquet,1000mb,9,2690,673,8.1,100.0,,,,,,
mlp,0.055685803294181824,0.07309050112962723,0.8451844022176715,0.9613670133729569,0.9940564635958395,0.9970282317979198,0.9286775631500743,0.9851411589895989,0.9925705794947994,eng_latn-spa_latn,eng_latn,spa_latn,flores+opus+tatoeba+bouquet,1000mb,9,2690,673,8.1,,0.05302796385398036,0.07674292474985123,0.0731285810470581,0.0765567421913147,135.0,156.0
identity,0.7680675983428955,0.7527817487716675,0.8278527197475426,0.004457652303120356,0.014858841010401188,0.029717682020802376,0.0,0.0,0.004457652303120356,eng_latn-spa_latn,eng_latn,spa_latn,flores+opus+tatoeba+bouquet,1000mb,10,2690,673,7.24,,,,,,,
procrustes,0.1194608062505722,0.15625439584255219,0.8278527177300607,0.9806835066864784,0.9970282317979198,1.0,0.9643387815750372,0.9910846953937593,0.9955423476968797,eng_latn-spa_latn,eng_latn,spa_latn,flores+opus+tatoeba+bouquet,1000mb,10,2690,673,7.24,,,,,,,
affine,0.0642520859837532,0.12598343193531036,0.8166360848540514,0.9777117384843982,0.9955423476968797,0.9970282317979198,0.9494799405646359,0.9851411589895989,0.9925705794947994,eng_latn-spa_latn,eng_latn,spa_latn,flores+opus+tatoeba+bouquet,1000mb,10,2690,673,7.24,,,,,,,
ridge,0.07307460159063339,0.10201249271631241,0.846340096591639,0.9791976225854383,0.9955423476968797,0.9955423476968797,0.9539375928677564,0.986627043090639,0.9925705794947994,eng_latn-spa_latn,eng_latn,spa_latn,flores+opus+tatoeba+bouquet,1000mb,10,2690,673,7.24,100.0,,,,,,
mlp,0.07569953054189682,0.10372928529977798,0.8435096561435952,0.9643387815750372,0.9940564635958395,0.9955423476968797,0.924219910846954,0.9821693907875185,0.9910846953937593,eng_latn-spa_latn,eng_latn,spa_latn,flores+opus+tatoeba+bouquet,1000mb,10,2690,673,7.24,,0.07100988002984147,0.10583135485649109,0.1038130596280098,0.10557432472705841,110.0,131.0
identity,1.04734206199646,1.0278912782669067,0.8144414434546681,0.0029717682020802376,0.01337295690936107,0.03268945022288262,0.0,0.0029717682020802376,0.0029717682020802376,eng_latn-spa_latn,eng_latn,spa_latn,flores+opus+tatoeba+bouquet,1000mb,11,2690,673,6.02,,,,,,,
procrustes,0.16089941561222076,0.2099892497062683,0.814441445419869,0.9777117384843982,0.9955423476968797,0.9955423476968797,0.9494799405646359,0.9777117384843982,0.9910846953937593,eng_latn-spa_latn,eng_latn,spa_latn,flores+opus+tatoeba+bouquet,1000mb,11,2690,673,6.02,,,,,,,
affine,0.08869296312332153,0.1732078492641449,0.8096373979265574,0.9732540861812778,0.9955423476968797,0.9970282317979198,0.9331352154531947,0.9821693907875185,0.9895988112927192,eng_latn-spa_latn,eng_latn,spa_latn,flores+opus+tatoeba+bouquet,1000mb,11,2690,673,6.02,,,,,,,
ridge,0.09836061298847198,0.14195570349693298,0.8384006324829265,0.9732540861812778,0.9955423476968797,0.9955423476968797,0.9301634472511144,0.9836552748885586,0.9895988112927192,eng_latn-spa_latn,eng_latn,spa_latn,flores+opus+tatoeba+bouquet,1000mb,11,2690,673,6.02,100.0,,,,,,
mlp,0.10761088877916336,0.14390116930007935,0.8372754977895178,0.9583952451708767,0.9940564635958395,0.9955423476968797,0.8855869242199108,0.9762258543833581,0.986627043090639,eng_latn-spa_latn,eng_latn,spa_latn,flores+opus+tatoeba+bouquet,1000mb,11,2690,673,6.02,,0.0989415790689619,0.15160369873046875,0.1440320461988449,0.15147748589515686,75.0,96.0
identity,2.0833544731140137,2.065157175064087,0.803796369457601,0.0014858841010401188,0.008915304606240713,0.02674591381872214,0.0,0.0029717682020802376,0.0029717682020802376,eng_latn-spa_latn,eng_latn,spa_latn,flores+opus+tatoeba+bouquet,1000mb,12,2690,673,5.39,,,,,,,
procrustes,0.39991477131843567,0.5327877402305603,0.8037963685075652,0.974739970282318,0.9940564635958395,0.9955423476968797,0.9390787518573551,0.9851411589895989,0.9910846953937593,eng_latn-spa_latn,eng_latn,spa_latn,flores+opus+tatoeba+bouquet,1000mb,12,2690,673,5.39,,,,,,,
affine,0.22551071643829346,0.44061464071273804,0.7934890153712933,0.9687964338781575,0.9910846953937593,0.9940564635958395,0.9167904903417533,0.9806835066864784,0.9895988112927192,eng_latn-spa_latn,eng_latn,spa_latn,flores+opus+tatoeba+bouquet,1000mb,12,2690,673,5.39,,,,,,,
ridge,0.28326767683029175,0.3517458140850067,0.8254948046704962,0.9524517087667161,0.9910846953937593,0.9925705794947994,0.8900445765230312,0.9717682020802377,0.9851411589895989,eng_latn-spa_latn,eng_latn,spa_latn,flores+opus+tatoeba+bouquet,1000mb,12,2690,673,5.39,1000.0,,,,,,
mlp,0.2737923860549927,0.3700399696826935,0.8213616636473625,0.9643387815750372,0.9925705794947994,0.9940564635958395,0.8900445765230312,0.9806835066864784,0.986627043090639,eng_latn-spa_latn,eng_latn,spa_latn,flores+opus+tatoeba+bouquet,1000mb,12,2690,673,5.39,,0.245147348234528,0.3879263699054718,0.3711026906967163,0.3861394226551056,57.0,78.0
identity,0.00016970495926216245,0.00017056659271474928,0.5463490679648789,0.007838745800671893,0.027995520716685332,0.04479283314669653,0.0011198208286674132,0.006718924972004479,0.019036954087346025,eng_latn-arb_arab,eng_latn,arb_arab,flores+opus+tatoeba+bouquet,1000mb,0,3570,893,7.75,,,,,,,
procrustes,5.8814712247112766e-05,7.750602526357397e-05,0.5463490708421235,0.48824188129899215,0.6461366181410975,0.7110862262038073,0.3583426651735722,0.5106382978723404,0.568868980963046,eng_latn-arb_arab,eng_latn,arb_arab,flores+opus+tatoeba+bouquet,1000mb,0,3570,893,7.75,,,,,,,
affine,3.5462093364913017e-05,5.9899321058765054e-05,0.5915988699227522,0.3449048152295633,0.5240761478163494,0.606942889137738,0.24076147816349383,0.3706606942889138,0.45128779395296753,eng_latn-arb_arab,eng_latn,arb_arab,flores+opus+tatoeba+bouquet,1000mb,0,3570,893,7.75,,,,,,,
ridge,4.0527731471229345e-05,4.9779555411078036e-05,0.638794478699574,0.2866741321388578,0.45576707726763716,0.5319148936170213,0.18477043673012317,0.3090705487122061,0.3673012318029115,eng_latn-arb_arab,eng_latn,arb_arab,flores+opus+tatoeba+bouquet,1000mb,0,3570,893,7.75,0.1,,,,,,
mlp,6.844789459137246e-05,6.851645593997091e-05,0.4421886409671891,0.0011198208286674132,0.005599104143337066,0.011198208286674132,0.0,0.0022396416573348264,0.0022396416573348264,eng_latn-arb_arab,eng_latn,arb_arab,flores+opus+tatoeba+bouquet,1000mb,0,3570,893,7.75,,6.838636624047021e-05,6.922231841599569e-05,6.859634595457464e-05,6.911350646987557e-05,58.0,79.0
identity,0.03507722169160843,0.035001009702682495,0.6534087400999228,0.0011198208286674132,0.013437849944008958,0.023516237402015677,0.0011198208286674132,0.004479283314669653,0.007838745800671893,eng_latn-arb_arab,eng_latn,arb_arab,flores+opus+tatoeba+bouquet,1000mb,1,3570,893,5.71,,,,,,,
procrustes,0.005529172718524933,0.006698791868984699,0.6534087471571483,0.7368421052631579,0.8544232922732363,0.8801791713325868,0.620380739081747,0.7592385218365062,0.8062709966405375,eng_latn-arb_arab,eng_latn,arb_arab,flores+opus+tatoeba+bouquet,1000mb,1,3570,893,5.71,,,,,,,
affine,0.002819828921929002,0.004700062330812216,0.6820867622574298,0.64501679731243,0.8017917133258678,0.8421052631578947,0.5005599104143337,0.6808510638297872,0.7312430011198209,eng_latn-arb_arab,eng_latn,arb_arab,flores+opus+tatoeba+bouquet,1000mb,1,3570,893,5.71,,,,,,,
ridge,0.00342582818120718,0.003964325878769159,0.7134783300249976,0.5722284434490481,0.7502799552071668,0.8006718924972005,0.4322508398656215,0.6103023516237402,0.683090705487122,eng_latn-arb_arab,eng_latn,arb_arab,flores+opus+tatoeba+bouquet,1000mb,1,3570,893,5.71,10.0,,,,,,
mlp,0.00487541826441884,0.0048326910473406315,0.6650303275044661,0.027995520716685332,0.1019036954087346,0.14669652855543114,0.010078387458006719,0.03135498320268757,0.054871220604703244,eng_latn-arb_arab,eng_latn,arb_arab,flores+opus+tatoeba+bouquet,1000mb,1,3570,893,5.71,,0.004886775852783638,0.004913494922220707,0.004837514366954565,0.004892534576356411,17.0,38.0
identity,0.07972746342420578,0.07972792536020279,0.7166861214901367,0.005599104143337066,0.014557670772676373,0.023516237402015677,0.0011198208286674132,0.004479283314669653,0.011198208286674132,eng_latn-arb_arab,eng_latn,arb_arab,flores+opus+tatoeba+bouquet,1000mb,2,3570,893,6.37,,,,,,,
procrustes,0.008867497555911541,0.010570615530014038,0.7166861293697633,0.7793952967525196,0.8801791713325868,0.9092945128779395,0.6528555431131019,0.8051511758118701,0.8432250839865622,eng_latn-arb_arab,eng_latn,arb_arab,flores+opus+tatoeba+bouquet,1000mb,2,3570,893,6.37,,,,,,,
affine,0.004256200976669788,0.0071513475850224495,0.731065658403615,0.6920492721164614,0.8309070548712206,0.8656215005599104,0.5363941769316909,0.7245240761478163,0.7760358342665173,eng_latn-arb_arab,eng_latn,arb_arab,flores+opus+tatoeba+bouquet,1000mb,2,3570,893,6.37,,,,,,,
ridge,0.005055793561041355,0.006027872208505869,0.7659226696032797,0.683090705487122,0.8275475923852184,0.858902575587906,0.5330347144456887,0.7077267637178052,0.7603583426651735,eng_latn-arb_arab,eng_latn,arb_arab,flores+opus+tatoeba+bouquet,1000mb,2,3570,893,6.37,10.0,,,,,,
mlp,0.007045701611787081,0.007049108389765024,0.7502031586110398,0.09966405375139978,0.2687569988801792,0.3617021276595745,0.03807390817469205,0.10638297872340426,0.1590145576707727,eng_latn-arb_arab,eng_latn,arb_arab,flores+opus+tatoeba+bouquet,1000mb,2,3570,893,6.37,,0.007048327137953511,0.007401743438094854,0.007071207277476788,0.007370558101683855,31.0,52.0
identity,0.11508539319038391,0.11502964049577713,0.7072445285272071,0.0011198208286674132,0.008958566629339306,0.020156774916013438,0.0011198208286674132,0.0022396416573348264,0.004479283314669653,eng_latn-arb_arab,eng_latn,arb_arab,flores+opus+tatoeba+bouquet,1000mb,3,3570,893,7.18,,,,,,,
procrustes,0.014447829686105251,0.017335668206214905,0.7072445281187671,0.845464725643897,0.9137737961926092,0.9384098544232923,0.7312430011198209,0.8689809630459127,0.8924972004479284,eng_latn-arb_arab,eng_latn,arb_arab,flores+opus+tatoeba+bouquet,1000mb,3,3570,893,7.18,,,,,,,
affine,0.007494330871850252,0.012628728523850441,0.7123019473366291,0.7827547592385219,0.8880179171332587,0.9171332586786114,0.6506159014557671,0.7984322508398656,0.8376259798432251,eng_latn-arb_arab,eng_latn,arb_arab,flores+opus+tatoeba+bouquet,1000mb,3,3570,893,7.18,,,,,,,
ridge,0.008539792150259018,0.010703407227993011,0.7441995662387656,0.7894736842105263,0.8936170212765957,0.9204927211646137,0.6506159014557671,0.8219484882418813,0.8622620380739082,eng_latn-arb_arab,eng_latn,arb_arab,flores+opus+tatoeba+bouquet,1000mb,3,3570,893,7.18,10.0,,,,,,
mlp,0.011733097955584526,0.011940711177885532,0.731012716706263,0.3482642777155655,0.6125419932810751,0.7155655095184771,0.15677491601343785,0.3706606942889138,0.47816349384098544,eng_latn-arb_arab,eng_latn,arb_arab,flores+opus+tatoeba+bouquet,1000mb,3,3570,893,7.18,,0.011773359779195459,0.011875181458890438,0.01195493433624506,0.01186345610767603,46.0,67.0
identity,0.15753307938575745,0.15726569294929504,0.7093914402004604,0.0011198208286674132,0.010078387458006719,0.013437849944008958,0.0,0.0,0.005599104143337066,eng_latn-arb_arab,eng_latn,arb_arab,flores+opus+tatoeba+bouquet,1000mb,4,3570,893,7.78,,,,,,,
procrustes,0.022019173949956894,0.026841850951313972,0.7093914359916891,0.8734602463605823,0.9384098544232923,0.9630459126539753,0.8006718924972005,0.8913773796192609,0.9148936170212766,eng_latn-arb_arab,eng_latn,arb_arab,flores+opus+tatoeba+bouquet,1000mb,4,3570,893,7.78,,,,,,,
affine,0.01211352925747633,0.020442306995391846,0.7032995399006309,0.8398656215005599,0.9182530795072789,0.9395296752519597,0.7379619260918253,0.8667413213885778,0.8902575587905935,eng_latn-arb_arab,eng_latn,arb_arab,flores+opus+tatoeba+bouquet,1000mb,4,3570,893,7.78,,,,,,,
ridge,0.015630925074219704,0.017393769696354866,0.740081225581824,0.8029115341545353,0.896976483762598,0.9339305711086227,0.6909294512877939,0.8197088465845465,0.8566629339305711,eng_latn-arb_arab,eng_latn,arb_arab,flores+opus+tatoeba+bouquet,1000mb,4,3570,893,7.78,100.0,,,,,,
mlp,0.01805371232330799,0.018814662471413612,0.7328759210973065,0.6248600223964166,0.8185890257558791,0.8689809630459127,0.41881298992161253,0.6696528555431132,0.7681970884658454,eng_latn-arb_arab,eng_latn,arb_arab,flores+opus+tatoeba+bouquet,1000mb,4,3570,893,7.78,,0.01817769389234337,0.018088536337018013,0.018849287182092667,0.01803194172680378,60.0,81.0
