method,train_mse,mse,cka,p_at_1,p_at_5,p_at_10,p_at_1_pool,p_at_5_pool,p_at_10_pool,pair,src,tgt,datasets,size,layer,n_train,n_test,elapsed_s,ridge_lambda,mlp_train_loss_final,mlp_val_loss_final,mlp_test_loss_final,mlp_best_val_loss,mlp_best_epoch,mlp_epochs_run
ridge,0.00338917993940413,0.004133318550884724,0.7936557931525356,0.5951134380453752,0.7993019197207679,0.8795811518324608,0.3944153577661431,0.6073298429319371,0.6928446771378709,spa_latn-rus_cyrl,spa_latn,rus_cyrl,flores+opus+tatoeba+bouquet,1000mb,1,2290,573,3.67,10.0,,,,,,
mlp,0.004942475818097591,0.005092965438961983,0.7445758293579284,0.06108202443280977,0.12390924956369982,0.22338568935427575,0.015706806282722512,0.06282722513089005,0.08027923211169284,spa_latn-rus_cyrl,spa_latn,rus_cyrl,flores+opus+tatoeba+bouquet,1000mb,1,2290,573,3.67,,0.004962154875763438,0.004888317547738552,0.005106203258037567,0.00488338153809309,30.0,51.0
identity,0.08250848948955536,0.08180704712867737,0.8225217649796072,0.0034904013961605585,0.017452006980802792,0.029668411867364748,0.0034904013961605585,0.0034904013961605585,0.010471204188481676,spa_latn-rus_cyrl,spa_latn,rus_cyrl,flores+opus+tatoeba+bouquet,1000mb,2,2290,573,4.35,,,,,,,
procrustes,0.0071633136831223965,0.009361875243484974,0.822521775944748,0.8551483420593369,0.956369982547993,0.9755671902268761,0.7172774869109948,0.8830715532286213,0.9284467713787086,spa_latn-rus_cyrl,spa_latn,rus_cyrl,flores+opus+tatoeba+bouquet,1000mb,2,2290,573,4.35,,,,,,,
affine,0.0036957948468625546,0.008868152275681496,0.7934653491075881,0.7766143106457243,0.9284467713787086,0.9598603839441536,0.5584642233856894,0.8027923211169284,0.8638743455497382,spa_latn-rus_cyrl,spa_latn,rus_cyrl,flores+opus+tatoeba+bouquet,1000mb,2,2290,573,4.35,,,,,,,
ridge,0.005101668182760477,0.006391127593815327,0.8484090890391809,0.7329842931937173,0.9075043630017452,0.9476439790575916,0.5270506108202443,0.7713787085514834,0.8446771378708552,spa_latn-rus_cyrl,spa_latn,rus_cyrl,flores+opus+tatoeba+bouquet,1000mb,2,2290,573,4.35,10.0,,,,,,
mlp,0.0072381021454930305,0.007459462620317936,0.8383571708863624,0.17277486910994763,0.4205933682373473,0.5479930191972077,0.06980802792321117,0.18324607329842932,0.23909249563699825,spa_latn-rus_cyrl,spa_latn,rus_cyrl,flores+opus+tatoeba+bouquet,1000mb,2,2290,573,4.35,,0.007355401094890002,0.006991374772042036,0.007476164028048515,0.006986998487263918,53.0,74.0
identity,0.11365143954753876,0.11250253021717072,0.8066206814537252,0.0017452006980802793,0.013961605584642234,0.031413612565445025,0.0,0.0017452006980802793,0.005235602094240838,spa_latn-rus_cyrl,spa_latn,rus_cyrl,flores+opus+tatoeba+bouquet,1000mb,3,2290,573,4.7,,,,,,,
procrustes,0.010148685425519943,0.013169683516025543,0.8066206801547128,0.9144851657940664,0.9755671902268761,0.9808027923211169,0.8219895287958116,0.9389179755671903,0.9650959860383944,spa_latn-rus_cyrl,spa_latn,rus_cyrl,flores+opus+tatoeba+bouquet,1000mb,3,2290,573,4.7,,,,,,,
affine,0.004775609355419874,0.011381844989955425,0.782590947652539,0.8219895287958116,0.9389179755671903,0.9650959860383944,0.6666666666666666,0.8429319371727748,0.8917975567190227,spa_latn-rus_cyrl,spa_latn,rus_cyrl,flores+opus+tatoeba+bouquet,1000mb,3,2290,573,4.7,,,,,,,
ridge,0.006291425786912441,0.008261604234576225,0.8463795132679927,0.8289703315881326,0.944153577661431,0.9650959860383944,0.6771378708551483,0.8638743455497382,0.9057591623036649,spa_latn-rus_cyrl,spa_latn,rus_cyrl,flores+opus+tatoeba+bouquet,1000mb,3,2290,573,4.7,10.0,,,,,,
mlp,0.008982843719422817,0.009328440763056278,0.8433722694635487,0.3368237347294939,0.6335078534031413,0.7504363001745201,0.15008726003490402,0.35951134380453753,0.4642233856893543,spa_latn-rus_cyrl,spa_latn,rus_cyrl,flores+opus+tatoeba+bouquet,1000mb,3,2290,573,4.7,,0.008950272067026659,0.009549739770591259,0.009328746236860752,0.009500022046267986,64.0,85.0
identity,0.1470557600259781,0.14534878730773926,0.7987736333911933,0.0017452006980802793,0.012216404886561954,0.019197207678883072,0.0,0.0017452006980802793,0.008726003490401396,spa_latn-rus_cyrl,spa_latn,rus_cyrl,flores+opus+tatoeba+bouquet,1000mb,4,2290,573,5.01,,,,,,,
procrustes,0.015189643949270248,0.019854677841067314,0.7987736565561532,0.944153577661431,0.9790575916230366,0.9895287958115183,0.8708551483420593,0.9633507853403142,0.9685863874345549,spa_latn-rus_cyrl,spa_latn,rus_cyrl,flores+opus+tatoeba+bouquet,1000mb,4,2290,573,5.01,,,,,,,
affine,0.007031785324215889,0.016550438478589058,0.78219750483035,0.8621291448516579,0.9650959860383944,0.9755671902268761,0.7068062827225131,0.9022687609075044,0.93717277486911,spa_latn-rus_cyrl,spa_latn,rus_cyrl,flores+opus+tatoeba+bouquet,1000mb,4,2290,573,5.01,,,,,,,
ridge,0.010960317216813564,0.012215879745781422,0.8418875644783742,0.7853403141361257,0.9336823734729494,0.9581151832460733,0.6195462478184991,0.8237347294938918,0.8865619546247818,spa_latn-rus_cyrl,spa_latn,rus_cyrl,flores+opus+tatoeba+bouquet,1000mb,4,2290,573,5.01,100.0,,,,,,
mlp,0.012492530979216099,0.013167018070816994,0.838183425370348,0.5968586387434555,0.8446771378708552,0.9109947643979057,0.3682373472949389,0.6404886561954625,0.7329842931937173,spa_latn-rus_cyrl,spa_latn,rus_cyrl,flores+opus+tatoeba+bouquet,1000mb,4,2290,573,5.01,,0.01243749608031728,0.013388199731707573,0.01314909104257822,0.01335912011563778,75.0,96.0
identity,0.18241749703884125,0.1802968978881836,0.8053057534524197,0.0017452006980802793,0.006980802792321117,0.015706806282722512,0.0,0.0017452006980802793,0.0034904013961605585,spa_latn-rus_cyrl,spa_latn,rus_cyrl,flores+opus+tatoeba+bouquet,1000mb,5,2290,573,5.25,,,,,,,
procrustes,0.021113445982336998,0.02812296524643898,0.8053057596212835,0.9598603839441536,0.9930191972076788,0.9965095986038395,0.9109947643979057,0.9755671902268761,0.9808027923211169,spa_latn-rus_cyrl,spa_latn,rus_cyrl,flores+opus+tatoeba+bouquet,1000mb,5,2290,573,5.25,,,,,,,
affine,0.010677785612642765,0.02491377480328083,0.7874689206008381,0.9144851657940664,0.987783595113438,0.9912739965095986,0.794066317626527,0.9458987783595113,0.9703315881326352,spa_latn-rus_cyrl,spa_latn,rus_cyrl,flores+opus+tatoeba+bouquet,1000mb,5,2290,573,5.25,,,,,,,
ridge,0.016059214249253273,0.018361331894993782,0.8323222964947582,0.8900523560209425,0.9755671902268761,0.9825479930191972,0.7696335078534031,0.9232111692844677,0.9511343804537522,spa_latn-rus_cyrl,spa_latn,rus_cyrl,flores+opus+tatoeba+bouquet,1000mb,5,2290,573,5.25,100.0,,,,,,
mlp,0.018134012818336487,0.019499707967042923,0.8301673089154333,0.7905759162303665,0.956369982547993,0.9685863874345549,0.5881326352530541,0.8045375218150087,0.8917975567190227,spa_latn-rus_cyrl,spa_latn,rus_cyrl,flores+opus+tatoeba+bouquet,1000mb,5,2290,573,5.25,,0.018025953153317623,0.01964445598423481,0.019488392397761345,0.019562795758247375,83.0,104.0
identity,0.2243220955133438,0.2215317040681839,0.8005629528949791,0.0,0.008726003490401396,0.017452006980802792,0.0,0.0034904013961605585,0.005235602094240838,spa_latn-rus_cyrl,spa_latn,rus_cyrl,flores+opus+tatoeba+bouquet,1000mb,6,2290,573,5.64,,,,,,,
procrustes,0.03112868033349514,0.04206797108054161,0.8005629500736862,0.9668411867364747,0.9965095986038395,0.9982547993019197,0.9197207678883071,0.9825479930191972,0.9947643979057592,spa_latn-rus_cyrl,spa_latn,rus_cyrl,flores+opus+tatoeba+bouquet,1000mb,6,2290,573,5.64,,,,,,,
affine,0.016296055167913437,0.038062356412410736,0.7736711594070924,0.93717277486911,0.9842931937172775,0.9912739965095986,0.8394415357766143,0.9581151832460733,0.9790575916230366,spa_latn-rus_cyrl,spa_latn,rus_cyrl,flores+opus+tatoeba+bouquet,1000mb,6,2290,573,5.64,,,,,,,
ridge,0.023323478177189827,0.0277932770550251,0.8227751348829948,0.9389179755671903,0.9895287958115183,0.9947643979057592,0.8411867364746946,0.9528795811518325,0.9773123909249564,spa_latn-rus_cyrl,spa_latn,rus_cyrl,flores+opus+tatoeba+bouquet,1000mb,6,2290,573,5.64,100.0,,,,,,
mlp,0.025857198983430862,0.028969446197152138,0.8205296841033889,0.9022687609075044,0.9808027923211169,0.9912739965095986,0.7574171029668412,0.9232111692844677,0.9546247818499127,spa_latn-rus_cyrl,spa_latn,rus_cyrl,flores+opus+tatoeba+bouquet,1000mb,6,2290,573,5.64,,0.025525130162184887,0.02965097688138485,0.02894013375043869,0.02960437536239624,96.0,117.0
identity,0.2719636559486389,0.2688124477863312,0.7987957564835823,0.005235602094240838,0.008726003490401396,0.02443280977312391,0.0,0.005235602094240838,0.006980802792321117,spa_latn-rus_cyrl,spa_latn,rus_cyrl,flores+opus+tatoeba+bouquet,1000mb,7,2290,573,8.17,,,,,,,
procrustes,0.04160995036363602,0.05714304745197296,0.798795748264071,0.9703315881326352,0.9947643979057592,0.9982547993019197,0.9284467713787086,0.9825479930191972,0.9947643979057592,spa_latn-rus_cyrl,spa_latn,rus_cyrl,flores+opus+tatoeba+bouquet,1000mb,7,2290,573,8.17,,,,,,,
affine,0.021527208387851715,0.049819525331258774,0.7802185702901036,0.9511343804537522,0.987783595113438,0.9965095986038395,0.8621291448516579,0.9703315881326352,0.9825479930191972,spa_latn-rus_cyrl,spa_latn,rus_cyrl,flores+opus+tatoeba+bouquet,1000mb,7,2290,573,8.17,,,,,,,
ridge,0.029315514490008354,0.03642212972044945,0.824954503075253,0.9458987783595113,0.9912739965095986,0.9947643979057592,0.8638743455497382,0.9546247818499127,0.9825479930191972,spa_latn-rus_cyrl,spa_latn,rus_cyrl,flores+opus+tatoeba+bouquet,1000mb,7,2290,573,8.17,100.0,,,,,,
mlp,0.031270503997802734,0.03733085095882416,0.8227561614157781,0.9284467713787086,0.987783595113438,0.9947643979057592,0.8167539267015707,0.93717277486911,0.9703315881326352,spa_latn-rus_cyrl,spa_latn,rus_cyrl,flores+opus+tatoeba+bouquet,1000mb,7,2290,573,8.17,,0.030529069234475945,0.039943892508745193,0.037331484258174896,0.039871737360954285,194.0,200.0
identity,0.3473626375198364,0.3443371057510376,0.7999597585304677,0.0034904013961605585,0.012216404886561954,0.02268760907504363,0.0,0.0034904013961605585,0.006980802792321117,spa_latn-rus_cyrl,spa_latn,rus_cyrl,flores+opus+tatoeba+bouquet,1000mb,8,2290,573,6.37,,,,,,,
procrustes,0.05731101706624031,0.07884743809700012,0.7999597655638824,0.9738219895287958,0.9965095986038395,0.9965095986038395,0.93717277486911,0.987783595113438,0.9965095986038395,spa_latn-rus_cyrl,spa_latn,rus_cyrl,flores+opus+tatoeba+bouquet,1000mb,8,2290,573,6.37,,,,,,,
affine,0.027506649494171143,0.06380004435777664,0.7825397981231215,0.9616055846422339,0.9930191972076788,0.9965095986038395,0.8848167539267016,0.9773123909249564,0.9860383944153578,spa_latn-rus_cyrl,spa_latn,rus_cyrl,flores+opus+tatoeba+bouquet,1000mb,8,2290,573,6.37,,,,,,,
ridge,0.035865526646375656,0.04672642797231674,0.830851233295373,0.9581151832460733,0.9930191972076788,0.9965095986038395,0.900523560209424,0.9668411867364747,0.9895287958115183,spa_latn-rus_cyrl,spa_latn,rus_cyrl,flores+opus+tatoeba+bouquet,1000mb,8,2290,573,6.37,100.0,,,,,,
mlp,0.03798695281147957,0.047551464289426804,0.8276169614169613,0.9406631762652705,0.9912739965095986,0.9947643979057592,0.8586387434554974,0.9633507853403142,0.9825479930191972,spa_latn-rus_cyrl,spa_latn,rus_cyrl,flores+opus+tatoeba+bouquet,1000mb,8,2290,573,6.37,,0.036812305224664284,0.047762077301740646,0.047542162239551544,0.04759746044874191,119.0,140.0
identity,0.47988733649253845,0.47695299983024597,0.8144212462845286,0.0034904013961605585,0.012216404886561954,0.02268760907504363,0.0,0.0017452006980802793,0.0034904013961605585,spa_latn-rus_cyrl,spa_latn,rus_cyrl,flores+opus+tatoeba+bouquet,1000mb,9,2290,573,6.07,,,,,,,
procrustes,0.08322121202945709,0.11494588106870651,0.8144212431415451,0.9755671902268761,0.9930191972076788,0.9965095986038395,0.9336823734729494,0.987783595113438,0.9930191972076788,spa_latn-rus_cyrl,spa_latn,rus_cyrl,flores+opus+tatoeba+bouquet,1000mb,9,2290,573,6.07,,,,,,,
affine,0.042549557983875275,0.09838797897100449,0.7839046633480897,0.9493891797556719,0.9912739965095986,0.9947643979057592,0.8726003490401396,0.9720767888307156,0.9808027923211169,spa_latn-rus_cyrl,spa_latn,rus_cyrl,flores+opus+tatoeba+bouquet,1000mb,9,2290,573,6.07,,,,,,,
ridge,0.05321463197469711,0.07299498468637466,0.8297017092446395,0.9424083769633508,0.9912739965095986,0.9947643979057592,0.8865619546247818,0.9720767888307156,0.987783595113438,spa_latn-rus_cyrl,spa_latn,rus_cyrl,flores+opus+tatoeba+bouquet,1000mb,9,2290,573,6.07,100.0,,,,,,
mlp,0.0553923174738884,0.07396707683801651,0.8260605703662034,0.9354275741710296,0.9912739965095986,0.9930191972076788,0.849912739965096,0.9528795811518325,0.9808027923211169,spa_latn-rus_cyrl,spa_latn,rus_cyrl,flores+opus+tatoeba+bouquet,1000mb,9,2290,573,6.07,,0.052846683584379425,0.07414978742599487,0.07401178032159805,0.07402317225933075,109.0,130.0
identity,0.6963942646980286,0.6905375123023987,0.8122005945860702,0.0017452006980802793,0.008726003490401396,0.019197207678883072,0.0017452006980802793,0.0017452006980802793,0.006980802792321117,spa_latn-rus_cyrl,spa_latn,rus_cyrl,flores+opus+tatoeba+bouquet,1000mb,10,2290,573,5.17,,,,,,,
procrustes,0.12249396741390228,0.1672563999891281,0.8122005979180763,0.9720767888307156,0.9947643979057592,0.9947643979057592,0.9179755671902269,0.9842931937172775,0.9895287958115183,spa_latn-rus_cyrl,spa_latn,rus_cyrl,flores+opus+tatoeba+bouquet,1000mb,10,2290,573,5.17,,,,,,,
affine,0.06522142142057419,0.1493241786956787,0.7760529095983058,0.9458987783595113,0.9860383944153578,0.9895287958115183,0.849912739965096,0.9685863874345549,0.9808027923211169,spa_latn-rus_cyrl,spa_latn,rus_cyrl,flores+opus+tatoeba+bouquet,1000mb,10,2290,573,5.17,,,,,,,
ridge,0.07853685319423676,0.11238367110490799,0.8253534744634925,0.944153577661431,0.9895287958115183,0.9947643979057592,0.8673647469458988,0.9650959860383944,0.9825479930191972,spa_latn-rus_cyrl,spa_latn,rus_cyrl,flores+opus+tatoeba+bouquet,1000mb,10,2290,573,5.17,100.0,,,,,,
mlp,0.08538337796926498,0.11385686695575714,0.8227173425485309,0.9301919720767888,0.987783595113438,0.9947643979057592,0.8307155322862129,0.9493891797556719,0.9720767888307156,spa_latn-rus_cyrl,spa_latn,rus_cyrl,flores+opus+tatoeba+bouquet,1000mb,10,2290,573,5.17,,0.07981920558394807,0.11273127049207687,0.11396504938602448,0.11258559674024582,78.0,99.0
identity,0.9908965826034546,0.9825055003166199,0.7978141876512399,0.0,0.013961605584642234,0.027923211169284468,0.0,0.005235602094240838,0.006980802792321117,spa_latn-rus_cyrl,spa_latn,rus_cyrl,flores+opus+tatoeba+bouquet,1000mb,11,2290,573,5.49,,,,,,,
procrustes,0.1700463443994522,0.23079106211662292,0.7978141868268116,0.9668411867364747,0.9930191972076788,0.9947643979057592,0.900523560209424,0.9790575916230366,0.9895287958115183,spa_latn-rus_cyrl,spa_latn,rus_cyrl,flores+opus+tatoeba+bouquet,1000mb,11,2290,573,5.49,,,,,,,
affine,0.08824855834245682,0.20350441336631775,0.7677709220104956,0.9336823734729494,0.9790575916230366,0.9808027923211169,0.8080279232111692,0.9493891797556719,0.9668411867364747,spa_latn-rus_cyrl,spa_latn,rus_cyrl,flores+opus+tatoeba+bouquet,1000mb,11,2290,573,5.49,,,,,,,
ridge,0.13492894172668457,0.1547282636165619,0.81823023029628,0.837696335078534,0.956369982547993,0.9720767888307156,0.6579406631762653,0.8673647469458988,0.912739965095986,spa_latn-rus_cyrl,spa_latn,rus_cyrl,flores+opus+tatoeba+bouquet,1000mb,11,2290,573,5.49,1000.0,,,,,,
mlp,0.10976259410381317,0.15579615533351898,0.8193332355144182,0.9092495636998255,0.9755671902268761,0.9860383944153578,0.7801047120418848,0.9406631762652705,0.9546247818499127,spa_latn-rus_cyrl,spa_latn,rus_cyrl,flores+opus+tatoeba+bouquet,1000mb,11,2290,573,5.49,,0.10096572497577379,0.14994767308235168,0.15628115832805634,0.14922864735126495,89.0,110.0
identity,2.0332813262939453,2.031812906265259,0.7838488894483135,0.0017452006980802793,0.015706806282722512,0.02617801047120419,0.0,0.005235602094240838,0.005235602094240838,spa_latn-rus_cyrl,spa_latn,rus_cyrl,flores+opus+tatoeba+bouquet,1000mb,12,2290,573,4.42,,,,,,,
procrustes,0.4238576889038086,0.5901382565498352,0.7838488887306277,0.9598603839441536,0.9947643979057592,0.9947643979057592,0.8883071553228621,0.9668411867364747,0.9895287958115183,spa_latn-rus_cyrl,spa_latn,rus_cyrl,flores+opus+tatoeba+bouquet,1000mb,12,2290,573,4.42,,,,,,,
affine,0.23690572381019592,0.5433551073074341,0.7507291441230397,0.9389179755671903,0.9860383944153578,0.987783595113438,0.8254799301919721,0.944153577661431,0.9773123909249564,spa_latn-rus_cyrl,spa_latn,rus_cyrl,flores+opus+tatoeba+bouquet,1000mb,12,2290,573,4.42,,,,,,,
ridge,0.31752026081085205,0.40130946040153503,0.799777086395405,0.9267015706806283,0.9825479930191972,0.9860383944153578,0.8219895287958116,0.944153577661431,0.9668411867364747,spa_latn-rus_cyrl,spa_latn,rus_cyrl,flores+opus+tatoeba+bouquet,1000mb,12,2290,573,4.42,1000.0,,,,,,
mlp,0.31265950202941895,0.4196475148200989,0.7979807369400007,0.924956369982548,0.9808027923211169,0.987783595113438,0.7958115183246073,0.9354275741710296,0.9668411867364747,spa_latn-rus_cyrl,spa_latn,rus_cyrl,flores+opus+tatoeba+bouquet,1000mb,12,2290,573,4.42,,0.28066747206630127,0.41390883922576904,0.42043936252593994,0.41238364577293396,52.0,73.0
identity,0.00015966009232215583,0.0001577526709297672,0.7196368587994966,0.012216404886561954,0.03664921465968586,0.07329842931937172,0.0017452006980802793,0.006980802792321117,0.020942408376963352,spa_latn-deu_latn,spa_latn,deu_latn,flores+opus+tatoeba+bouquet,1000mb,0,2290,573,4.42,,,,,,,
procrustes,4.232627907185815e-05,6.17578043602407e-05,0.7196368570305227,0.5130890052356021,0.6649214659685864,0.7172774869109948,0.3961605584642234,0.5584642233856894,0.6038394415357766,spa_latn-deu_latn,spa_latn,deu_latn,flores+opus+tatoeba+bouquet,1000mb,0,2290,573,4.42,,,,,,,
affine,2.260868677694816e-05,5.3893058066023514e-05,0.7169167562892493,0.450261780104712,0.6195462478184991,0.6719022687609075,0.3263525305410122,0.4712041884816754,0.5410122164048866,spa_latn-deu_latn,spa_latn,deu_latn,flores+opus+tatoeba+bouquet,1000mb,0,2290,573,4.42,,,,,,,
ridge,3.0305711334221996e-05,3.792775169131346e-05,0.7821746868243197,0.32460732984293195,0.49912739965095987,0.5846422338568935,0.19197207678883071,0.3507853403141361,0.4118673647469459,spa_latn-deu_latn,spa_latn,deu_latn,flores+opus+tatoeba+bouquet,1000mb,0,2290,573,4.42,0.1,,,,,,
mlp,5.611418600892648e-05,5.549144771066494e-05,0.5401679126376974,0.0017452006980802793,0.008726003490401396,0.017452006980802792,0.0,0.0017452006980802793,0.0017452006980802793,spa_latn-deu_latn,spa_latn,deu_latn,flores+opus+tatoeba+bouquet,1000mb,0,2290,573,4.42,,5.5996523521819405e-05,5.733700527343899e-05,5.550728383241221e-05,5.7304161600768566e-05,50.0,71.0
identity,0.035901930183172226,0.03574404865503311,0.7625957308897889,0.005235602094240838,0.015706806282722512,0.03664921465968586,0.0,0.0017452006980802793,0.008726003490401396,spa_latn-deu_latn,spa_latn,deu_latn,flores+opus+tatoeba+bouquet,1000mb,1,2290,573,3.98,,,,,,,
procrustes,0.004426461644470692,0.005857635289430618,0.7625957322411229,0.8184991273996509,0.9319371727748691,0.9493891797556719,0.7050610820244329,0.849912739965096,0.9040139616055847,spa_latn-deu_latn,spa_latn,deu_latn,flores+opus+tatoeba+bouquet,1000mb,1,2290,573,3.98,,,,,,,
affine,0.002194995991885662,0.005275213625282049,0.7249875460132872,0.6701570680628273,0.8202443280977313,0.8726003490401396,0.49214659685863876,0.7102966841186736,0.7713787085514834,spa_latn-deu_latn,spa_latn,deu_latn,flores+opus+tatoeba+bouquet,1000mb,1,2290,573,3.98,,,,,,,
ridge,0.003122459864243865,0.0037821733858436346,0.786168744682474,0.5863874345549738,0.7696335078534031,0.8394415357766143,0.42757417102966844,0.6195462478184991,0.7050610820244329,spa_latn-deu_latn,spa_latn,deu_latn,flores+opus+tatoeba+bouquet,1000mb,1,2290,573,3.98,10.0,,,,,,
mlp,0.004662226419895887,0.004753495566546917,0.7234584539644705,0.06108202443280977,0.14659685863874344,0.2111692844677138,0.020942408376963352,0.059336823734729496,0.08551483420593368,spa_latn-deu_latn,spa_latn,deu_latn,flores+opus+tatoeba+bouquet,1000mb,1,2290,573,3.98,,0.004685132129287178,0.004642595537006855,0.0047676716931164265,0.0046274918131530285,37.0,58.0
identity,0.08227323740720749,0.08172842860221863,0.8004794454414876,0.0034904013961605585,0.015706806282722512,0.03315881326352531,0.0,0.005235602094240838,0.005235602094240838,spa_latn-deu_latn,spa_latn,deu_latn,flores+opus+tatoeba+bouquet,1000mb,2,2290,573,4.53,,,,,,,
procrustes,0.006445427890866995,0.008435940369963646,0.8004794405743128,0.8952879581151832,0.9668411867364747,0.9860383944153578,0.7905759162303665,0.9144851657940664,0.9406631762652705,spa_latn-deu_latn,spa_latn,deu_latn,flores+opus+tatoeba+bouquet,1000mb,2,2290,573,4.53,,,,,,,
affine,0.003120369976386428,0.00755138648673892,0.7677938046683466,0.7591623036649214,0.9075043630017452,0.93717277486911,0.6020942408376964,0.8027923211169284,0.8586387434554974,spa_latn-deu_latn,spa_latn,deu_latn,flores+opus+tatoeba+bouquet,1000mb,2,2290,573,4.53,,,,,,,
ridge,0.004325428511947393,0.005457888823002577,0.8219818283639525,0.7207678883071553,0.8848167539267016,0.9301919720767888,0.5794066317626527,0.7696335078534031,0.8324607329842932,spa_latn-deu_latn,spa_latn,deu_latn,flores+opus+tatoeba+bouquet,1000mb,2,2290,573,4.53,10.0,,,,,,
mlp,0.006316004786640406,0.006542467512190342,0.8021086746909051,0.1849912739965096,0.36649214659685864,0.4869109947643979,0.08551483420593368,0.19022687609075042,0.2582897033158813,spa_latn-deu_latn,spa_latn,deu_latn,flores+opus+tatoeba+bouquet,1000mb,2,2290,573,4.53,,0.006370533892715519,0.00616211025044322,0.0065484121441841125,0.006145702209323645,56.0,77.0
identity,0.1135539785027504,0.1125224381685257,0.7902538681311974,0.0034904013961605585,0.02268760907504363,0.04537521815008726,0.0,0.005235602094240838,0.012216404886561954,spa_latn-deu_latn,spa_latn,deu_latn,flores+opus+tatoeba+bouquet,1000mb,3,2290,573,4.76,,,,,,,
procrustes,0.010288840159773827,0.013355765491724014,0.7902538594660856,0.924956369982548,0.9808027923211169,0.987783595113438,0.8202443280977313,0.93717277486911,0.9650959860383944,spa_latn-deu_latn,spa_latn,deu_latn,flores+opus+tatoeba+bouquet,1000mb,3,2290,573,4.76,,,,,,,
affine,0.005018727853894234,0.012005926109850407,0.7643560737625446,0.8307155322862129,0.9354275741710296,0.9650959860383944,0.6788830715532286,0.8586387434554974,0.9057591623036649,spa_latn-deu_latn,spa_latn,deu_latn,flores+opus+tatoeba+bouquet,1000mb,3,2290,573,4.76,,,,,,,
ridge,0.0066381231881678104,0.008758746087551117,0.8193641526214076,0.8359511343804538,0.944153577661431,0.9668411867364747,0.7068062827225131,0.8516579406631762,0.9057591623036649,spa_latn-deu_latn,spa_latn,deu_latn,flores+opus+tatoeba+bouquet,1000mb,3,2290,573,4.76,10.0,,,,,,
mlp,0.009553126059472561,0.009987395256757736,0.804814013181735,0.39092495636998253,0.6527050610820244,0.7399650959860384,0.2338568935427574,0.4363001745200698,0.5445026178010471,spa_latn-deu_latn,spa_latn,deu_latn,flores+opus+tatoeba+bouquet,1000mb,3,2290,573,4.76,,0.009606032858066486,0.00991089642047882,0.010014777071774006,0.00988631322979927,63.0,84.0
identity,0.15071047842502594,0.14910854399204254,0.7911283984503752,0.0017452006980802793,0.020942408376963352,0.04363001745200698,0.0,0.0034904013961605585,0.012216404886561954,spa_latn-deu_latn,spa_latn,deu_latn,flores+opus+tatoeba+bouquet,1000mb,4,2290,573,7.68,,,,,,,
procrustes,0.015615689568221569,0.020610447973012924,0.7911283915918081,0.9458987783595113,0.9912739965095986,0.9947643979057592,0.8638743455497382,0.9685863874345549,0.9790575916230366,spa_latn-deu_latn,spa_latn,deu_latn,flores+opus+tatoeba+bouquet,1000mb,4,2290,573,7.68,,,,,,,
affine,0.007755039259791374,0.018321946263313293,0.7839784075017813,0.8743455497382199,0.9616055846422339,0.9790575916230366,0.7399650959860384,0.9075043630017452,0.9319371727748691,spa_latn-deu_latn,spa_latn,deu_latn,flores+opus+tatoeba+bouquet,1000mb,4,2290,573,7.68,,,,,,,
ridge,0.009632092900574207,0.013632938265800476,0.8226311789796704,0.893542757417103,0.9720767888307156,0.9825479930191972,0.7539267015706806,0.9057591623036649,0.9458987783595113,spa_latn-deu_latn,spa_latn,deu_latn,flores+opus+tatoeba+bouquet,1000mb,4,2290,573,7.68,10.0,,,,,,
mlp,0.013826440088450909,0.014726121909916401,0.8186698435366048,0.6195462478184991,0.8324607329842932,0.8883071553228621,0.418848167539267,0.6631762652705061,0.7643979057591623,spa_latn-deu_latn,spa_latn,deu_latn,flores+opus+tatoeba+bouquet,1000mb,4,2290,573,7.68,,0.013787339526143942,0.014672394841909409,0.014734589494764805,0.014620335772633553,161.0,182.0
identity,0.1916406899690628,0.1895601600408554,0.7921872980527704,0.0017452006980802793,0.013961605584642234,0.031413612565445025,0.0,0.005235602094240838,0.006980802792321117,spa_latn-deu_latn,spa_latn,deu_latn,flores+opus+tatoeba+bouquet,1000mb,5,2290,573,7.59,,,,,,,
procrustes,0.022102953866124153,0.02966458536684513,0.7921873115605211,0.9581151832460733,0.9912739965095986,0.9965095986038395,0.8830715532286213,0.9808027923211169,0.9860383944153578,spa_latn-deu_latn,spa_latn,deu_latn,flores+opus+tatoeba+bouquet,1000mb,5,2290,573,7.59,,,,,,,
affine,0.011952702887356281,0.028132697567343712,0.7795749192842095,0.9057591623036649,0.9790575916230366,0.9912739965095986,0.794066317626527,0.9319371727748691,0.956369982547993,spa_latn-deu_latn,spa_latn,deu_latn,flores+opus+tatoeba+bouquet,1000mb,5,2290,573,7.59,,,,,,,
ridge,0.018086068332195282,0.02086673490703106,0.808954749727325,0.8638743455497382,0.9650959860383944,0.9808027923211169,0.699825479930192,0.8778359511343804,0.924956369982548,spa_latn-deu_latn,spa_latn,deu_latn,flores+opus+tatoeba+bouquet,1000mb,5,2290,573,7.59,100.0,,,,,,
